project_id,Type,Unit,StartPrice,HighPrice,PricePerArea,Province,project_status,BuiltDate
3687,คอนโดมิเนียม,192,1.74,,0.01,กรุงเทพมหานคร,A,2013-02-20T14:00:01.360Z
8532,ทาวน์โฮม,,7.29,,,กรุงเทพมหานคร,A,2017-04-11T09:02:23.000Z
5778,,,10000,100000,,กรุงเทพมหานคร,U,2015-10-13T14:51:09.797Z
5316,คอนโดมิเนียม,,30000,,,ชลบุรี,U,2015-01-22T13:33:28.980Z
5438,คอนโดมิเนียม,,30000,,,ชลบุรี,U,2015-03-28T16:55:41.147Z
2580,คอนโดมิเนียม,278,88000,,,กรุงเทพมหานคร,U,2011-05-12T11:29:43.107Z
8207,บ้านแฝด,,100000,,,ชลบุรี,A,2017-01-16T16:10:17.237Z
6610,บ้านเดี่ยว,829,150000,800000,,นครราชสีมา,U,2016-09-16T14:26:50.500Z
6612,บ้านเดี่ยว,530,150000,,,นครราชสีมา,U,2016-09-16T16:33:45.380Z
6595,บ้านเดี่ยว,,150000,800000,,นครราชสีมา,U,2016-09-15T11:00:08.483Z
7507,คอนโดมิเนียม,975,150000,,,ภูเก็ต,A,2016-10-26T09:32:41.697Z
6755,บ้านเดี่ยว,,260000,,,นครราชสีมา,U,2016-09-26T08:45:53.953Z
2923,คอนโดมิเนียม,297,300000,,,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
2265,ทาวน์โฮม,14,380000,,,นนทบุรี,U,2011-01-14T17:11:51.723Z
7980,คอนโดมิเนียม,255,399000,,,ปทุมธานี,U,2016-11-21T13:56:17.463Z
8902,ทาวน์โฮม,,459000,,,ลำพูน,A,2017-08-25T09:43:02.607Z
6888,คอนโดมิเนียม,79,490000,,,ชลบุรี,A,2016-09-30T15:17:44.550Z
266,ทาวน์โฮม,,500000,,,นนทบุรี,U,2011-03-14T12:13:17.097Z
7619,คอนโดมิเนียม,582,530000,,17666.67,สงขลา,A,2016-10-31T15:18:57.167Z
7542,คอนโดมิเนียม,1124,580000,,17575.76,สงขลา,A,2016-10-27T10:40:48.253Z
6211,บ้านเดี่ยว,,590000,,,นครราชสีมา,U,2015-12-21T16:27:12.100Z
7514,คอนโดมิเนียม,853,590000,,17878.79,ภูเก็ต,A,2016-10-26T11:35:35.187Z
4854,คอนโดมิเนียม,,599000,,,ปทุมธานี,U,2014-03-18T11:32:28.260Z
98,คอนโดมิเนียม,,600000,3000000,,กรุงเทพมหานคร,U,2010-06-25T00:00:00.000Z
7779,บ้านเดี่ยว,6,600000,,,ลำพูน,A,2016-11-07T10:01:26.970Z
2740,ทาวน์โฮม,,600000,,,สมุทรปราการ,U,2011-05-16T17:08:59.577Z
6845,คอนโดมิเนียม,150,610000,680000,,ชลบุรี,A,2016-09-29T13:12:45.800Z
9322,คอนโดมิเนียม,,619000,,,นครราชสีมา,A,2017-12-26T14:16:44.270Z
8363,คอนโดมิเนียม,,630000,,19687.5,กรุงเทพมหานคร,A,2017-02-21T15:01:11.183Z
8373,คอนโดมิเนียม,1612,630000,,19687.5,กรุงเทพมหานคร,A,2017-02-24T10:29:09.783Z
1774,คอนโดมิเนียม,,640000,,,ปทุมธานี,U,2011-04-07T10:46:29.037Z
4690,คอนโดมิเนียม,657,669000,,669000,กรุงเทพมหานคร,U,2014-01-29T16:35:08.270Z
4759,บ้านเดี่ยว,42,670000,,,เชียงใหม่,A,2014-02-20T10:40:39.127Z
8049,คอนโดมิเนียม,1170,679000,1390000,30177.78,กรุงเทพมหานคร,A,2016-11-24T15:32:28.550Z
8056,คอนโดมิเนียม,2472,686000,,29191.49,กรุงเทพมหานคร,A,2016-11-25T10:04:08.283Z
7496,คอนโดมิเนียม,503,690000,990000,32857.14,ชลบุรี,A,2016-10-25T15:16:39.903Z
7498,บ้านเดี่ยว,,690000,,,ระยอง,A,2016-10-25T15:37:08.410Z
8557,คอนโดมิเนียม,,690000,,,ระยอง,A,2017-04-21T13:57:19.123Z
2558,คอนโดมิเนียม,,697000,,,สมุทรปราการ,U,2011-05-12T11:29:43.107Z
3884,คอนโดมิเนียม,331,699000,,,ชลบุรี,A,2013-06-27T09:36:51.527Z
3883,คอนโดมิเนียม,948,699000,,31772.73,ปทุมธานี,A,2013-06-27T09:18:34.257Z
5538,คอนโดมิเนียม,,699000,,29125,ปทุมธานี,A,2015-06-03T17:08:50.357Z
9576,คอนโดมิเนียม,68,699000,,29125,ปทุมธานี,A,2018-03-06T10:52:38.357Z
7488,คอนโดมิเนียม,316,700000,890000,,ชลบุรี,U,2016-10-25T13:14:53.237Z
5109,คอนโดมิเนียม,158,700000,,,นครปฐม,U,2014-10-08T09:21:35.713Z
2431,บ้านเดี่ยว,,700000,,,นนทบุรี,U,2011-05-12T10:38:27.590Z
2511,ทาวน์โฮม,,700000,,,ปทุมธานี,U,2011-05-12T10:38:27.590Z
7915,คอนโดมิเนียม,212,710000,,,ปทุมธานี,A,2016-11-17T08:50:24.370Z
7956,คอนโดมิเนียม,899,729000,1300000,31973.68,นนทบุรี,A,2016-11-18T15:03:14.607Z
6830,คอนโดมิเนียม,144,730000,1250000,,ระยอง,A,2016-09-28T16:37:15.247Z
5418,คอนโดมิเนียม,821,739000,,28423.08,ปทุมธานี,A,2015-03-19T17:10:01.867Z
2560,คอนโดมิเนียม,1031,750000,1600000,24193.55,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
3886,คอนโดมิเนียม,154,750000,,,ชลบุรี,U,2013-06-27T11:44:35.030Z
4109,คอนโดมิเนียม,145,750000,,,ชลบุรี,A,2013-08-16T15:03:06.620Z
4561,คอนโดมิเนียม,,750000,1170000,,ชลบุรี,U,2014-01-16T09:53:35.773Z
6474,คอนโดมิเนียม,78,750000,,,ปทุมธานี,A,2016-06-17T17:19:24.140Z
4230,ทาวน์โฮม,,759000,,,ฉะเชิงเทรา,U,2013-10-15T11:01:36.073Z
7250,คอนโดมิเนียม,150,760000,,,ระยอง,A,2016-10-13T15:46:56.937Z
8201,คอนโดมิเนียม,77,770000,,25245.9,นนทบุรี,A,2017-01-11T16:11:29.500Z
4691,คอนโดมิเนียม,65,777000,,777000,กรุงเทพมหานคร,U,2014-01-30T13:36:44.650Z
3554,ทาวน์โฮม,,780000,,,ประจวบคีรีขันธ์,U,2012-09-29T14:36:30.043Z
2612,คอนโดมิเนียม,471,789900,,,กรุงเทพมหานคร,U,2011-05-12T11:29:43.107Z
9440,คอนโดมิเนียม,,790000,,30268.2,ฉะเชิงเทรา,A,2018-02-08T13:46:25.810Z
4187,คอนโดมิเนียม,,790000,,,ชลบุรี,A,2013-10-03T15:12:44.200Z
7492,คอนโดมิเนียม,159,790000,,,ชลบุรี,A,2016-10-25T14:51:35.013Z
7685,บ้านเดี่ยว,,790000,1190000,,เชียงใหม่,U,2016-11-02T13:13:37.507Z
6432,คอนโดมิเนียม,60,790000,,24687.5,นนทบุรี,A,2016-05-16T10:18:39.157Z
8829,คอนโดมิเนียม,77,790000,,,นนทบุรี,A,2017-08-03T11:59:16.910Z
7075,คอนโดมิเนียม,237,790000,1900000,,ระยอง,A,2016-10-07T14:43:08.757Z
2311,คอนโดมิเนียม,79,790000,,,สมุทรปราการ,U,2011-05-16T09:34:37.420Z
3888,คอนโดมิเนียม,126,797000,,,ชลบุรี,A,2013-06-27T13:41:02.357Z
3499,คอนโดมิเนียม,508,799000,,35582.28,กรุงเทพมหานคร,A,2012-08-16T14:03:09.943Z
4871,คอนโดมิเนียม,203,799000,,,กรุงเทพมหานคร,A,2014-03-25T14:58:39.880Z
5284,คอนโดมิเนียม,683,799000,,,ชลบุรี,A,2015-01-05T16:26:43.743Z
2344,ทาวน์โฮม,,799000,,,นนทบุรี,U,2011-03-14T13:28:03.897Z
4235,ทาวน์โฮม,,799000,,,ปทุมธานี,U,2013-10-15T11:46:16.480Z
2734,ทาวน์โฮม,,799000,,,สมุทรปราการ,U,2011-05-16T17:08:59.577Z
6771,คอนโดมิเนียม,5010,799000,1790000,31960,สมุทรปราการ,A,2016-09-26T13:12:57.940Z
2299,คอนโดมิเนียม,593,800000,,,กรุงเทพมหานคร,U,2011-02-08T16:42:22.160Z
2865,คอนโดมิเนียม,,800000,,,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
3273,คอนโดมิเนียม,696,800000,,,กรุงเทพมหานคร,U,2012-03-14T14:17:23.367Z
2896,คอนโดมิเนียม,,800000,,,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
4003,คอนโดมิเนียม,84,800000,,25000,ชลบุรี,A,2013-07-25T12:02:38.577Z
7450,คอนโดมิเนียม,78,800000,,,ชลบุรี,A,2016-10-21T14:35:35.477Z
7863,บ้านเดี่ยว,,800000,,,เชียงใหม่,U,2016-11-11T11:49:51.810Z
7759,คอนโดมิเนียม,,800000,,,เชียงใหม่,A,2016-11-04T10:33:00.290Z
7860,คอนโดมิเนียม,,800000,4500000,,เชียงใหม่,U,2016-11-11T10:09:36.677Z
6627,,,800000,,,นครราชสีมา,A,2016-09-19T14:48:13.967Z
7953,คอนโดมิเนียม,1047,800000,2000000,37209.3,ปทุมธานี,A,2016-11-18T14:05:59.790Z
8584,ทาวน์โฮม,,800000,,,ประจวบคีรีขันธ์,A,2017-04-25T15:27:41.130Z
5018,คอนโดมิเนียม,,800000,,24330.9,ลำพูน,A,2014-07-09T14:37:40.753Z
2480,ทาวน์โฮม,,800000,,,สมุทรปราการ,U,2011-05-12T10:38:27.590Z
9349,คอนโดมิเนียม,156,819000,,,ระยอง,A,2018-01-10T14:12:28.137Z
9624,คอนโดมิเนียม,77,820000,,,ปทุมธานี,A,2018-03-19T14:27:24.630Z
3003,คอนโดมิเนียม,344,825000,,,กรุงเทพมหานคร,U,2011-08-03T14:19:53.660Z
3525,ทาวน์โฮม,,828000,,,ปทุมธานี,A,2012-08-31T14:16:04.473Z
6969,คอนโดมิเนียม,1018,840000,2000000,,ชลบุรี,U,2016-10-04T16:32:45.220Z
3538,คอนโดมิเนียม,,840000,,,ปทุมธานี,U,2012-09-06T15:18:31.353Z
4449,คอนโดมิเนียม,1870,849000,,37733.33,นนทบุรี,A,2013-12-06T15:41:12.263Z
4241,ทาวน์โฮม,,849000,,,ปทุมธานี,U,2013-10-15T14:50:58.093Z
2859,คอนโดมิเนียม,242,850000,1700000,30909.09,กรุงเทพมหานคร,A,2011-05-18T18:28:25.373Z
3199,คอนโดมิเนียม,,850000,,,กรุงเทพมหานคร,U,2012-02-28T13:57:07.740Z
3893,คอนโดมิเนียม,79,850000,,28333.33,กรุงเทพมหานคร,A,2013-06-27T14:59:27.967Z
6948,คอนโดมิเนียม,848,850000,,40476.19,ชลบุรี,A,2016-10-04T11:47:15.920Z
3848,คอนโดมิเนียม,69,850000,,,นนทบุรี,U,2013-06-11T17:09:02.137Z
3381,คอนโดมิเนียม,370,850000,1350000,29310.34,ปทุมธานี,A,2012-06-11T13:25:21.093Z
6140,โฮมออฟฟิศ,,850000,,,สมุทรสาคร,A,2015-12-08T13:06:30.970Z
8931,ทาวน์โฮม,260,859000,,,ฉะเชิงเทรา,A,2017-08-30T15:39:05.160Z
7017,คอนโดมิเนียม,150,859000,,32016.4,ชลบุรี,A,2016-10-06T10:50:49.777Z
7743,บ้านเดี่ยว,,859000,1950000,,เชียงใหม่,U,2016-11-03T15:29:02.900Z
1866,ทาวน์โฮม,,859000,1027000,,นนทบุรี,U,2009-07-20T18:32:38.000Z
3357,คอนโดมิเนียม,,859000,,,นนทบุรี,U,2012-05-25T13:52:01.153Z
2355,ทาวน์โฮม,,859000,,,ปทุมธานี,U,2011-03-28T14:52:08.857Z
2377,ทาวน์โฮม,,859000,,,สมุทรปราการ,U,2011-04-19T16:25:24.807Z
7382,คอนโดมิเนียม,77,860000,970000,,ชลบุรี,A,2016-10-19T16:34:15.597Z
3423,คอนโดมิเนียม,77,860000,,,เชียงใหม่,A,2012-06-19T12:04:29.723Z
6740,คอนโดมิเนียม,,862500,,,ขอนแก่น,U,2016-09-23T10:40:23.470Z
7489,คอนโดมิเนียม,923,869000,,38622.22,ฉะเชิงเทรา,A,2016-10-25T13:22:49.520Z
8949,ทาวน์โฮม,321,869000,,,ปราจีนบุรี,A,2017-09-01T09:46:30.547Z
2857,คอนโดมิเนียม,791,870000,,33461.54,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
3806,คอนโดมิเนียม,296,870000,,31071.43,ปทุมธานี,U,2013-05-15T17:14:12.780Z
5214,คอนโดมิเนียม,282,870000,,435000,ปทุมธานี,U,2014-11-27T11:20:32.960Z
2924,คอนโดมิเนียม,,880000,,,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
7116,คอนโดมิเนียม,735,880000,,,ชลบุรี,A,2016-10-10T15:20:53.793Z
1703,บ้านเดี่ยว,,880000,,,เชียงใหม่,U,2010-07-07T00:00:00.000Z
3874,คอนโดมิเนียม,532,888000,,39466.67,กรุงเทพมหานคร,U,2013-06-24T15:17:29.073Z
3568,คอนโดมิเนียม,286,890000,,,กรุงเทพมหานคร,U,2012-10-10T14:39:33.917Z
7500,คอนโดมิเนียม,79,890000,,37083.33,ชลบุรี,A,2016-10-25T15:51:28.093Z
3728,คอนโดมิเนียม,,890000,890000,,สมุทรปราการ,U,2013-03-20T16:02:33.920Z
2670,บ้านเดี่ยว,,890000,,,สมุทรสาคร,U,2011-05-16T17:08:59.577Z
5787,คอนโดมิเนียม,952,895000,,35098.04,นนทบุรี,A,2015-10-14T09:52:26.113Z
2257,คอนโดมิเนียม,1086,899000,,,กรุงเทพมหานคร,U,2011-04-28T10:41:32.200Z
3322,คอนโดมิเนียม,,899000,,,กรุงเทพมหานคร,U,2012-04-11T17:00:30.870Z
2584,คอนโดมิเนียม,,899000,,,กรุงเทพมหานคร,U,2011-05-12T11:29:43.107Z
4693,คอนโดมิเนียม,430,899000,,,กรุงเทพมหานคร,U,2014-01-30T15:38:24.860Z
6833,คอนโดมิเนียม,154,899000,,,ชลบุรี,A,2016-09-29T08:56:32.317Z
5473,คอนโดมิเนียม,115,899000,,,เชียงใหม่,A,2015-04-23T14:25:04.197Z
4864,คอนโดมิเนียม,576,899000,,,ปทุมธานี,U,2014-03-21T11:09:15.483Z
3588,ทาวน์โฮม,495,899000,1209000,,สมุทรปราการ,A,2012-10-22T16:02:07.817Z
3787,คอนโดมิเนียม,245,899000,,,สมุทรปราการ,U,2013-05-03T16:37:25.773Z
4865,คอนโดมิเนียม,210,899000,,40863.64,สมุทรปราการ,A,2014-03-21T11:18:57.967Z
2047,คอนโดมิเนียม,1100,900000,,30000,กรุงเทพมหานคร,A,2010-12-09T16:24:44.447Z
2590,คอนโดมิเนียม,1745,900000,,29032.26,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
6809,บ้านเดี่ยว,,900000,,,ขอนแก่น,U,2016-09-27T16:21:33.573Z
3613,คอนโดมิเนียม,301,900000,,25000,ชลบุรี,A,2012-12-04T14:31:46.057Z
2367,คอนโดมิเนียม,525,900000,1480000,,นนทบุรี,U,2011-04-07T14:32:35.943Z
3461,คอนโดมิเนียม,1325,900000,,,นนทบุรี,U,2012-07-11T14:15:10.833Z
4007,คอนโดมิเนียม,264,900000,,,นนทบุรี,A,2013-07-25T14:35:18.630Z
5585,คอนโดมิเนียม,158,900000,,34615.38,นนทบุรี,U,2015-07-03T10:00:14.923Z
4891,คอนโดมิเนียม,948,900000,,,ปทุมธานี,U,2014-04-08T10:13:38.570Z
5996,ทาวน์โฮม,,900000,,,ปทุมธานี,A,2015-11-12T17:10:09.713Z
5995,ทาวน์โฮม,,900000,,,ปทุมธานี,A,2015-11-12T16:52:25.583Z
2917,คอนโดมิเนียม,76,900000,,,สมุทรปราการ,A,2011-05-18T18:28:25.373Z
2840,ทาวน์โฮม,,900000,,,สมุทรปราการ,U,2011-05-16T17:08:59.577Z
4104,คอนโดมิเนียม,311,900000,,45000,สมุทรปราการ,A,2013-08-16T13:53:49.070Z
2698,ทาวน์โฮม,,900000,,,สมุทรปราการ,U,2011-05-16T17:08:59.577Z
6875,ทาวน์โฮม,,910000,1900000,,ชลบุรี,A,2016-09-30T11:53:31.460Z
161,บ้านเดี่ยว,,912400,1300480,,สมุทรปราการ,U,2009-07-20T00:00:00.000Z
7709,คอนโดมิเนียม,158,918999,2019000,,เชียงใหม่,A,2016-11-03T09:28:06.900Z
2057,คอนโดมิเนียม,906,920000,,,กรุงเทพมหานคร,U,2010-10-02T00:00:00.000Z
5864,ทาวน์โฮม,,920000,,,กรุงเทพมหานคร,U,2015-10-22T16:55:38.530Z
6556,คอนโดมิเนียม,158,920000,,43071.16,กรุงเทพมหานคร,A,2016-08-26T13:18:28.647Z
3896,คอนโดมิเนียม,,920000,,,เชียงใหม่,U,2013-06-27T16:01:39.527Z
6037,คอนโดมิเนียม,77,930000,,31794.87,ชลบุรี,A,2015-11-18T15:14:00.047Z
8950,ทาวน์โฮม,574,930000,,,ปราจีนบุรี,A,2017-09-01T11:03:37.967Z
8472,บ้านเดี่ยว,,930000,,,อุบลราชธานี,A,2017-03-24T16:01:34.010Z
6867,คอนโดมิเนียม,88,940000,,37301.59,ชลบุรี,A,2016-09-30T09:33:18.410Z
7356,คอนโดมิเนียม,65,940000,,,ชลบุรี,A,2016-10-19T10:50:56.720Z
4923,คอนโดมิเนียม,546,945000,,31500,นนทบุรี,A,2014-04-28T15:36:03.623Z
4200,คอนโดมิเนียม,10074,949000,,44139.53,ปทุมธานี,A,2013-10-07T10:12:25.770Z
2905,คอนโดมิเนียม,79,950000,,,กรุงเทพมหานคร,U,2011-05-18T18:28:25.373Z
3122,คอนโดมิเนียม,712,950000,,43083.9,กรุงเทพมหานคร,U,2012-02-20T15:06:27.580Z
7027,คอนโดมิเนียม,1392,950000,5260000,,ชลบุรี,U,2016-10-06T13:36:35.747Z
892,บ้านเดี่ยว,90,950000,3000000,,เชียงใหม่,U,2010-09-27T00:00:00.000Z
7838,ทาวน์โฮม,,950000,1800000,,เชียงใหม่,A,2016-11-08T11:31:01.690Z
6810,บ้านเดี่ยว,60,950000,,,นครราชสีมา,A,2016-09-27T16:32:50.560Z
4240,ทาวน์โฮม,,950000,,,ปทุมธานี,U,2013-10-15T14:46:12.577Z
6538,คอนโดมิเนียม,584,950000,,38000,ปทุมธานี,A,2016-08-08T13:43:01.277Z
6839,บ้านเดี่ยว,,950000,2390000,,ระยอง,A,2016-09-29T10:47:27.057Z
2340,ทาวน์โฮม,,950000,,,สมุทรสาคร,U,2011-03-10T14:55:59.003Z
5082,คอนโดมิเนียม,372,959000,,42246.7,ชลบุรี,U,2014-09-10T15:51:42.693Z
7366,คอนโดมิเนียม,377,959000,,39726.59,ชลบุรี,A,2016-10-19T13:45:22.573Z
2500,บ้านเดี่ยว,,959000,,,สมุทรสาคร,U,2011-05-12T10:38:27.590Z
1937,คอนโดมิเนียม,,960000,,,กรุงเทพมหานคร,U,2011-05-04T15:45:21.420Z
3120,คอนโดมิเนียม,654,960000,,,กรุงเทพมหานคร,U,2012-02-17T18:10:04.317Z
4459,คอนโดมิเนียม,546,960000,,32000,ชลบุรี,A,2013-12-09T16:08:23.050Z
8587,ทาวน์โฮม,,960000,,,ปทุมธานี,A,2017-04-26T09:44:20.660Z
3891,คอนโดมิเนียม,2568,962000,,,กรุงเทพมหานคร,U,2013-06-27T14:31:38.970Z
4697,คอนโดมิเนียม,217,967680,,322560,สมุทรปราการ,U,2014-01-30T17:00:46.240Z
7160,คอนโดมิเนียม,264,970000,,32333.33,ชลบุรี,A,2016-10-11T15:00:20.487Z
6829,คอนโดมิเนียม,75,970000,,,ชลบุรี,A,2016-09-28T16:00:09.537Z
9399,ทาวน์โฮม,,970000,,,ปราจีนบุรี,A,2018-01-23T15:57:58.903Z
6495,คอนโดมิเนียม,1514,970000,,43111.11,สมุทรปราการ,U,2016-07-04T13:11:49.033Z
2609,คอนโดมิเนียม,195,975000,,31451.61,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
2610,คอนโดมิเนียม,172,975000,,31451.61,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
2556,คอนโดมิเนียม,1358,975000,,31451.61,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
3185,คอนโดมิเนียม,672,975000,,,กรุงเทพมหานคร,A,2012-02-28T13:57:07.740Z
3183,คอนโดมิเนียม,,975000,,,กรุงเทพมหานคร,U,2012-02-28T13:57:07.740Z
9257,คอนโดมิเนียม,632,975000,,,กรุงเทพมหานคร,A,2017-11-30T17:09:47.043Z
8029,คอนโดมิเนียม,1959,979000,,45534.88,กรุงเทพมหานคร,A,2016-11-23T15:11:12.217Z
2512,ทาวน์โฮม,,979000,,,ปทุมธานี,U,2011-05-12T10:38:27.590Z
3067,บ้านเดี่ยว,120,979000,2500000,,สมุทรสาคร,U,2011-10-14T15:06:28.110Z
7623,คอนโดมิเนียม,154,979989,,,สงขลา,A,2016-10-31T17:18:17.067Z
6660,คอนโดมิเนียม,76,980000,1775000,,ขอนแก่น,A,2016-09-20T15:47:29.977Z
7131,คอนโดมิเนียม,66,980000,,38431.37,ชลบุรี,A,2016-10-11T09:04:26.647Z
7502,คอนโดมิเนียม,77,980000,,29696.97,ชลบุรี,A,2016-10-25T16:16:36.570Z
7493,คอนโดมิเนียม,77,980000,1560000,,ชลบุรี,A,2016-10-25T14:56:38.020Z
7344,คอนโดมิเนียม,74,980000,,27222.22,ชลบุรี,A,2016-10-19T09:02:26.780Z
7209,คอนโดมิเนียม,525,980000,4620000,,ชลบุรี,U,2016-10-13T08:39:31.230Z
7359,คอนโดมิเนียม,1064,980000,,30625,ชลบุรี,A,2016-10-19T11:18:56.767Z
6246,คอนโดมิเนียม,273,980000,,326666.67,ภูเก็ต,U,2015-12-28T13:43:25.567Z
7536,คอนโดมิเนียม,273,980000,,32666.67,ภูเก็ต,U,2016-10-27T08:53:18.153Z
9130,ทาวน์โฮม,15,980000,,,ระยอง,A,2017-10-27T11:15:06.797Z
7876,ทาวน์โฮม,326,988000,,,เชียงราย,A,2016-11-14T10:15:34.307Z
9308,ทาวน์โฮม,,988000,,,เชียงราย,A,2017-12-21T10:14:17.033Z
7967,คอนโดมิเนียม,240,989000,,43000,นครปฐม,A,2016-11-21T09:42:28.123Z
4232,ทาวน์โฮม,,989000,,,นนทบุรี,U,2013-10-15T11:12:27.767Z
9545,คอนโดมิเนียม,242,989000,,42409.95,ปทุมธานี,A,2018-02-28T14:43:45.500Z
1206,คอนโดมิเนียม,180,990000,3000000,,กรุงเทพมหานคร,U,2010-11-29T13:59:21.547Z
2564,คอนโดมิเนียม,2048,990000,1260000,34736.84,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
6799,คอนโดมิเนียม,703,990000,1890000,43383,กรุงเทพมหานคร,A,2016-09-27T14:11:42.083Z
8875,คอนโดมิเนียม,76,990000,,,ขอนแก่น,A,2017-08-15T14:05:43.473Z
8851,ทาวน์โฮม,,990000,1990000,,ขอนแก่น,A,2017-08-08T15:27:06.930Z
6877,คอนโดมิเนียม,231,990000,,,ฉะเชิงเทรา,A,2016-09-30T13:13:38.217Z
4560,คอนโดมิเนียม,70,990000,,,ชลบุรี,U,2014-01-15T17:04:24.937Z
5825,คอนโดมิเนียม,920,990000,,30937.5,ชลบุรี,A,2015-10-19T14:00:53.403Z
6935,คอนโดมิเนียม,388,990000,,24750,ชลบุรี,A,2016-10-04T09:05:46.953Z
6951,คอนโดมิเนียม,158,990000,,,ชลบุรี,A,2016-10-04T13:38:14.360Z
7142,คอนโดมิเนียม,395,990000,,,ชลบุรี,A,2016-10-11T10:45:36.383Z
7362,คอนโดมิเนียม,231,990000,,30937.5,ชลบุรี,A,2016-10-19T11:51:08.540Z
7348,คอนโดมิเนียม,196,990000,,30937.5,ชลบุรี,A,2016-10-19T09:36:23.510Z
7372,คอนโดมิเนียม,54,990000,,,ชลบุรี,A,2016-10-19T14:51:23.170Z
4745,คอนโดมิเนียม,292,990000,,30937.5,เชียงใหม่,A,2014-02-13T16:13:54.017Z
6104,บ้านแฝด,4,990000,,,เชียงใหม่,U,2015-11-30T10:17:59.627Z
1482,บ้านเดี่ยว,,990000,990000,,นครปฐม,U,2010-05-26T00:00:00.000Z
9116,ทาวน์โฮม,,990000,,,นครปฐม,A,2017-10-24T13:38:15.050Z
6190,คอนโดมิเนียม,130,990000,,28285.71,นครราชสีมา,A,2015-12-18T11:01:09.267Z
1903,คอนโดมิเนียม,3061,990000,,17068.97,นนทบุรี,A,2010-10-29T00:00:00.000Z
3850,คอนโดมิเนียม,,990000,,,นนทบุรี,U,2013-06-12T14:56:12.863Z
4813,คอนโดมิเนียม,134,990000,,,นนทบุรี,U,2014-03-07T12:57:34.260Z
6544,คอนโดมิเนียม,70,990000,,49500,นนทบุรี,A,2016-08-22T09:36:41.900Z
3640,ทาวน์โฮม,,990000,,,ปทุมธานี,U,2013-01-04T09:06:55.847Z
4233,ทาวน์โฮม,,990000,,,ปทุมธานี,U,2013-10-15T11:22:41.210Z
9455,ทาวน์โฮม,,990000,2790000,,ประจวบคีรีขันธ์,A,2018-02-12T12:48:59.063Z
3902,คอนโดมิเนียม,,990000,,,ภูเก็ต,U,2013-06-28T11:43:49.980Z
8445,ทาวน์โฮม,92,990000,1590000,,ราชบุรี,A,2017-03-17T11:49:05.990Z
9252,คอนโดมิเนียม,469,990000,1360000,41250,สงขลา,A,2017-11-30T09:59:49.213Z
3016,ทาวน์โฮม,,990000,,,สมุทรปราการ,U,2011-08-16T18:07:55.890Z
4710,คอนโดมิเนียม,514,990000,,,สระแก้ว,A,2014-02-06T10:56:53.417Z
3337,คอนโดมิเนียม,,995000,,,เชียงราย,U,2012-04-26T17:05:39.143Z
1116,ทาวน์โฮม,,999000,,,กรุงเทพมหานคร,U,2009-07-20T00:00:00.000Z
2605,คอนโดมิเนียม,210,999000,,33300,กรุงเทพมหานคร,A,2011-05-12T11:29:43.107Z
2869,คอนโดมิเนียม,62,999000,,24975,กรุงเทพมหานคร,A,2011-05-18T18:28:25.373Z
3102,คอนโดมิเนียม,,999000,,,กรุงเทพมหานคร,U,2012-01-13T16:53:02.310Z
4260,ทาวน์โฮม,,999000,,,กรุงเทพมหานคร,U,2013-10-21T14:12:29.937Z
4704,คอนโดมิเนียม,1490,999000,,33300,กรุงเทพมหานคร,A,2014-02-04T14:21:59.933Z
7962,คอนโดมิเนียม,246,999000,1590000,35678.57,กรุงเทพมหานคร,A,2016-11-21T08:48:33.193Z
7974,คอนโดมิเนียม,137,999000,,34448.28,กรุงเทพมหานคร,A,2016-11-21T11:21:20.580Z
8933,บ้านแฝด,,999000,,,ฉะเชิงเทรา,A,2017-08-31T08:53:54.667Z
3903,คอนโดมิเนียม,,999000,,,ชลบุรี,U,2013-06-28T13:31:02.843Z
7083,ทาวน์โฮม,278,999000,,,ชลบุรี,A,2016-10-07T16:10:15.350Z
3335,คอนโดมิเนียม,124,999000,,,เชียงราย,U,2012-04-24T14:40:16.817Z
2253,บ้านเดี่ยว,,999000,,,เชียงใหม่,U,2011-01-05T11:49:56.640Z
5577,คอนโดมิเนียม,154,999000,,,เชียงใหม่,A,2015-06-23T15:01:16.933Z
5000,ทาวน์โฮม,,999000,,,นครปฐม,A,2014-06-27T14:24:53.347Z
2617,คอนโดมิเนียม,996,999000,1760000,,นนทบุรี,U,2011-05-16T10:27:54.907Z
4140,คอนโดมิเนียม,214,999000,,34448.28,นนทบุรี,A,2013-08-28T15:23:03.377Z
6309,คอนโดมิเนียม,186,999000,,31218.75,นนทบุรี,A,2016-02-23T16:18:40.403Z
6564,คอนโดมิเนียม,539,999000,,33300,นนทบุรี,A,2016-08-30T11:45:50.010Z
